Make,Model,MakeCode,FamilyCode,YearGroup,MonthGroup,SequenceNum,Description,CurrentRelease,ImportFlag,LimitedEdition,Series,SeriesModelYear,BadgeDescription,BadgeSecondaryDescription,BodyStyleDescription,BodyConfigDescription,WheelBaseConfig,Roofline,ExtraIdentification,DriveDescription,DriveCode,GearTypeDescription,GearLocationDescription,GearNum,DoorNum,EngineSize,EngineDescription,Cylinders,FuelTypeDescription,InductionDescription,OptionCategory,CamDescription,EngineTypeDescription,FuelCapacity,FuelDeliveryDescription,MethodOfDeliveryDescription,GrossCombinationMAss,GrossVehicleMass,VIN,WheelBase,Height,Length,Width,KerbWeight,TareMass,PayLoad,Power,PowerRPMFrom,PowerRPMTo,Torque,TorqueRPMFrom,TorqueRPMTo,RonRating,SeatCapacity,ModelCode,BuildCountryOriginDescription,ValvesCylinder,EngineCycleDescription,EngineConfigurationDescription,EngineLocation,EngineNum,Acceleration,FrontTyreSize,RearTyreSize,FrontRimDesc,RearRimDesc,TowingBrakes,TowingNoBrakes,WarrantyCustAssist,FreeScheduledService,WarrantyYears,WarrantyKM,FirstServiceKM,FirstServiceMonths,RegServiceMonths,AltEngEngineType,AltEngBatteryType,AltEngCurrentType,AltEngAmpHours,AltEngVolts,AltEngChargingMethod,AltEngPower,AltEngPowerFrom,AltEngPowerTo,AltEngTorque,AltEngTorqueFrom,AltEngTorqueTo,AltEngDrive,NormalChargeMins,QuickChargeMins,NormalChargeVoltage,QuickChargeVoltage,KMRangeElectricEng,ElectricEngineLocation,TopSpeedElectricEng,GreenhouseRating,AirpollutionRating,OverallGreenStarRating,CO2Combined,CO2Urban,CO2ExtraUrban,FuelUrban,FuelExtraurban,FuelCombined,EmissionStandard,MaxEthanolBlend,AncapRating,VFactsClass,VFactsSegment,VFactsPrice,IsPPlateApproved,AverageKM,GoodKM,AvgWholesale,AvgRetail,GoodWholesale,GoodRetail,TradeMin,TradeMax,PrivateMax,NewPrice,Colour,Branch,SaleCategory,Sold_Date,Compliance_Date,Age_Comp_Months,KM,Sold_Amount,Aging,AgingMonths,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
Nissan,Navara,NISS,NAVARA,2010,0,1,D40 RX Cab Chassis King Cab 4dr Man 6sp 4x4 1109kg 2.5DT,F,L,F,D40,,RX,,Cab Chassis,Extended Cab,,,,4X4,4X4,Manual,Floor,6.0,4,2488,2.5,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,80.0,Direct Injection,Electronic Sequential,5860.0,2860.0,MNTNCUD40A#######,3200.0,1770.0,5125.0,1850.0,1751.0,1751.0,1109.0,126.0,,4000.0,403.0,,2000.0,,4,NAVARAK4YM3RX,THAILAND,4.0,4 Stroke,In-line,Front,YD25 ######A,,255/70 R16,255/70 R16,16x7.0,16x7.0,3000.0,750.0,roadside assist,,3.0,100000.0,10000.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,4.5,4.0,2.5,264.0,317.0,233.0,11.8,8.6,9.8,,,3.0,Light Commercial,PU/CC 4x4,,T,210.0,140.0,11400.0,14450.0,13400.0,16550.0,10000.0,12100.0,15000.0,39610.0,White,Hobart (TAS),Auction,2017-10-31 00:00:00.000,09/2010,85.0,121231.0,13500.0,7,84,84.0,17318.714285714286,0.0719588806396345,0.23015419760137065
Holden,Cruze,HOLD,CRUZE,2013,0,8,JH Series II MY13 CDX Sedan 4dr. Spts Auto 6sp 1.8i,F,L,F,JH Series II,MY13,CDX,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,1796,1.8,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,60.0,Multi-Point Injection,Electronic Sequential,,1833.0,6G1P?#E**DL######,2685.0,1477.0,4615.0,1797.0,1425.0,,,104.0,,6200.0,176.0,,3800.0,91.0,5,8PE69214,AUSTRALIA,4.0,4 Stroke,In-line,Front,F18D4 ###### KA,,215/50 R17,215/50 R17,17x7.0,17x7.0,1200.0,695.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,4.5,175.0,250.0,132.0,10.5,5.6,7.4,Euro 5,,5.0,Passenger,Small,< $40K,T,100.0,60.0,8150.0,10800.0,9550.0,12450.0,7100.0,8600.0,11200.0,27040.0,White,Hobart (TAS),Auction,2016-04-19 00:00:00.000,02/2013,38.0,61128.0,10600.0,3,36,36.0,20376.0,0.07298245614035087,0.12350877192982457
Isuzu,D-MAX,ISUZ,D-MAX,2012,6,29,MY12 SX Utility Crew Cab 4dr Man 5sp 4x4 1035kg 3.0DT,F,L,F,,MY12,SX,,Utility,Dual Cab,,,,4X4 Dual Range,4XD,Manual,Floor,5.0,4,2999,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,5950.0,2950.0,MPATFS85JCT######,3095.0,1785.0,5190.0,1860.0,1661.9049518435645,1915.0,1035.0,130.0,,3600.0,380.0,1800.0,3000.0,,5,IOR2018,THAILAND,4.0,4 Stroke,In-line,Front,4JJ1 **####,,245/70 R16 AT,245/70 R16 AT,16x7.0,16x7.0,3000.0,750.0,3yr/100000km Roadsid,,3.0,100000.0,3000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,220.0,278.0,186.0,10.6,7.0,8.3,Euro 4,,4.0,Light Commercial,PU/CC 4x4,,T,150.0,100.0,19850.0,24000.0,22250.0,26700.0,17600.0,20200.0,24500.0,42000.0,Alpine White,Perth (WA),Auction,2016-07-05 00:00:00.000,05/2012,50.0,61971.0,16750.0,4,48,48.0,15492.75,0.0782234867618572,0.22865326899619798
Toyota,Hilux,TOYO,HILUX,2011,0,29,KUN26R MY10 SR Utility Dual Cab 4dr Auto 4sp 4x4 925kg 3.0DT,F,L,F,KUN26R,MY10,SR,,Utility,Dual Cab,,,,4X4,4X4,Automatic,Floor,4.0,4,2982,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,5030.0,2780.0,MR0FZ22G100######,3085.0,1810.0,5130.0,1760.0,1855.0,1765.0,925.0,126.0,,3600.0,343.0,1400.0,3400.0,,5,KUN26R-PRPDYQ,THAILAND,4.0,4 Stroke,In-line,Front,1KD-#######,,205 R16 C,205 R16 C,16x6.0,16x6.0,2250.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,5.0,3.0,2.5,245.0,,,,,9.3,,,4.0,Light Commercial,PU/CC 4x4,,T,180.0,120.0,20600.0,24850.0,23150.0,27750.0,18300.0,21100.0,25500.0,46890.0,040 - Glacier White (T),Perth (WA),Auction,2016-08-16 00:00:00.000,10/2011,58.0,193173.0,19250.0,5,60,58.0,39966.8275862069,0.06792452830188679,0.18490566037735848
Toyota,Hilux,TOYO,HILUX,2012,0,26,KUN26R MY12 SR Cab Chassis Double Cab 4dr Man 5sp 4x4 915kg 3.0DT,F,L,F,KUN26R,MY12,SR,,Cab Chassis,Dual Cab,,,,4X4,4X4,Manual,Floor,5.0,4,2982,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,5280.0,2780.0,MR0FZ22G700######,3085.0,1850.0,4980.0,1760.0,1865.0,,915.0,126.0,,3600.0,343.0,1400.0,3400.0,,5,KUN26R-PRMDYQ3,THAILAND,4.0,4 Stroke,In-line,Front,1KD-#######,,205 R16 C,205 R16 C,16x6.0,16x6.0,2500.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,219.0,,,10.3,7.1,8.3,,,4.0,Light Commercial,PU/CC 4x4,,T,150.0,100.0,21700.0,26100.0,24300.0,28950.0,19600.0,22300.0,26600.0,40490.0,040 - Glacier White (T),Perth (WA),Auction,2017-04-18 00:00:00.000,10/2012,54.0,102095.0,16500.0,5,60,54.0,22687.777777777777,0.06756032171581769,0.1839142091152815
Isuzu,D-MAX,ISUZ,D-MAX,2009,0,1,MY09 SX Utility Dual Cab 4dr Man 5sp 1055kg 3.0DT,F,L,F,,MY09,SX,,Utility,Dual Cab,,,,Rear Wheel Drive,RWD,Manual,Floor,5.0,4,2999,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,5300.0,2800.0,MP1TFR85H9T######,3050.0,1660.0,4925.0,1720.0,1745.0,1690.0,1055.0,120.0,,3600.0,360.0,1800.0,2800.0,,5,TFR85HDPRMSO,THAILAND,4.0,4 Stroke,In-line,Front,4JJ1 **####,,215/70 R15 LT,215/70 R15 LT,15x6.5,15x6.5,2500.0,750.0,3yr/100000km Roadsid,,3.0,100000.0,3000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,213.0,,,10.0,7.0,8.1,Euro 4,,3.0,Light Commercial,PU/CC 4X2,,T,240.0,160.0,9500.0,12400.0,11450.0,14450.0,8300.0,10300.0,13000.0,30300.0,White,Canberra (ACT),Auction,2016-02-18 00:00:00.000,05/2009,81.0,99161.0,13300.0,7,84,81.0,14690.518518518518,0.06876790830945559,0.20630372492836677
Ford,Courier,FORD,COURIER,2004,0,13,PG GL Cab Chassis Single Cab 2dr Man 5sp 4x4 1375kg 2.5DT,F,L,F,PG,,GL,,Cab Chassis,Single Cab,,,,4X4 Dual Range,4XD,Manual,Floor,5.0,2,2499,2.5,4,Diesel,Turbo,CC,Overhead Cam,Piston,70.0,Multi-Point Injection,Mechanical,4300.0,2921.0,MNABSAE402W######,3000.0,1743.0,4793.0,1695.0,1546.0,,1375.0,86.0,,3500.0,280.0,,2000.0,,3,,THAILAND,3.0,4 Stroke,In-line,Front,WLAT ######,,205 R16 C,205 R16 C,16x6.0,16x6.0,1800.0,700.0,,,3.0,100000.0,3000.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,265.0,,,,,10.1,,,3.0,Light Commercial,PU/CC 4x4,,T,390.0,260.0,2750.0,5300.0,4450.0,7000.0,2300.0,4000.0,6100.0,31490.0,White,Belmore (NSW),Auction,2017-11-08 00:00:00.000,01/2004,166.0,193406.0,3800.0,13,156,156.0,14877.384615384615,0.055627425614489,0.18111254851228978
Toyota,Hiace,TOYO,HIACE,2010,10,17,KDH201R MY11 Van LWB 4dr Man 5sp 980kg 3.0DT,F,L,F,KDH201R,MY11,,,Van,,Long Wheelbase,,,Rear Wheel Drive,RWD,Manual,Dash,5.0,4,2982,3.0,4,Diesel,Turbo Intercooled,VAN,Double Overhead Cam,Piston,70.0,Direct Injection,Electronic Sequential,3800.0,2800.0,JTFHT02P#########,2570.0,1980.0,4695.0,1695.0,1820.0,1720.0,980.0,100.0,,3400.0,300.0,1200.0,2400.0,,3,KDH201R-RBMDYQ,JAPAN,4.0,4 Stroke,In-line,Front,1KD-######,,195 R15 C,195 R15 C,15x6.0,15x6.0,1400.0,400.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,210.0,275.0,172.0,10.5,6.5,8.0,,,3.0,Light Commercial,Vans/CC,2.5t-3.5t,T,210.0,140.0,17950.0,21900.0,20400.0,24650.0,15800.0,18400.0,22500.0,37690.0,White,Belmore (NSW),Auction,2017-10-25 00:00:00.000,05/2010,89.0,155824.0,18700.0,7,84,84.0,22260.571428571428,0.054945054945054944,0.16483516483516483
Honda,CR-V,HOND,CRV,2015,0,7,RM Series II MY16 VTi-L Wagon 5dr. Spts Auto 5sp 4WD 2.4i,F,L,F,RM Series II,MY16,VTi-L,,Wagon,,,,,4X4 On Demand,4XO,Sports Automatic,S/Wheel & Dash,5.0,5,2354,2.4,4,Petrol - Unleaded ULP,Aspirated,SUV,DOHC with VVT,Piston,58.0,Multi-Point Injection,Electronic Sequential,,2100.0,MRHRM4840GP######,2620.0,1685.0,4585.0,1820.0,1661.9049518435645,1595.0,520.0,140.0,,7000.0,222.0,,4400.0,91.0,5,,THAILAND,4.0,4 Stroke,In-line,Front,K24Z9-85#####,,225/60 R18,225/60 R18,18x7.0,18x7.0,1500.0,600.0,,,3.0,100000.0,1000.0,,6.0,,,,,,,,,,,,,,,,,,,,,6.0,7.5,3.5,201.0,278.0,156.0,12.0,6.7,8.7,Euro 5,,5.0,SUV,Medium,< $60K,T,50.0,30.0,26400.0,31400.0,29000.0,34400.0,24000.0,26800.0,31700.0,42290.0,Blue,Hobart (TAS),Fixed Price,2017-03-11 00:00:00.000,05/2015,22.0,57511.0,31320.0,2,24,22.0,31369.636363636364,0.08424067805123084,0.1335816466240946
Holden,Cruze,HOLD,CRUZE,2013,4,30,JH Series II MY14 Equipe Sedan 4dr. Spts Auto 6sp 1.8i,F,L,F,JH Series II,MY14,Equipe,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,1796,1.8,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,60.0,Multi-Point Injection,Electronic Sequential,,,6G1P?#E**EL######,2685.0,1477.0,4615.0,1797.0,1409.0,1370.0,,104.0,,6300.0,175.0,,3800.0,91.0,5,,AUSTRALIA,4.0,4 Stroke,In-line,Front,F18D4 ###### KA,,215/50 R17,215/50 R17,17x7.0,17x7.0,1200.0,695.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,7.0,6.5,3.5,176.0,250.0,134.0,10.6,5.6,7.4,Euro 5,,5.0,Passenger,Small,< $40K,T,100.0,60.0,8000.0,10600.0,9350.0,12200.0,6900.0,8400.0,11000.0,21690.0,White,Canberra (ACT),Auction,2017-10-12 00:00:00.000,12/2013,46.0,14543.0,10000.0,4,48,46.0,3793.8260869565215,0.07381121362668559,0.1242015613910575
Holden,Cruze,HOLD,CRUZE,2014,0,24,JH Series II MY14 SRi-V Hatchback 5dr. Spts Auto 6sp 1.6T,F,L,F,JH Series II,MY14,SRi-V,,Hatchback,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,5,1598,1.6,4,Petrol - Premium ULP,Turbo Intercooled,PASS,Double Overhead Cam,Piston,60.0,Multi-Point Injection,Electronic Sequential,,,6G1P?#E**EL######,2685.0,1477.0,4542.0,1797.0,1503.0,1467.0,,132.0,,5500.0,230.0,,2200.0,95.0,5,8PF68464,AUSTRALIA,4.0,4 Stroke,In-line,Front,A16LET 20AB####,,235/45 R18,235/45 R18,18x8.0,18x8.0,1200.0,695.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,7.5,4.0,186.0,256.0,146.0,10.9,6.2,7.9,Euro 5,,5.0,Passenger,Small,< $40K,T,75.0,45.0,12200.0,15200.0,13850.0,17100.0,10700.0,12500.0,15500.0,29090.0,Phantom,Adelaide (SA),Special Fixed Price,2016-02-19 00:00:00.000,02/2014,24.0,63427.0,16785.0,2,24,24.0,31713.5,0.08782435129740519,0.15302727877578176
Volkswagen,Polo,VOLK,POLO,2012,2,7,6R MY12.5 GTI Hatchback 5dr DSG 7sp 1.4TSC,F,L,F,6R,MY12.5,GTI,,Hatchback,,,,,Front Wheel Drive,FWD,Sports Automatic Dual Clutch,S/Wheel & Floor,7.0,5,1390,1.4,4,Petrol - Premium ULP,Turbo Supercharged Intercooled,PASS,Double Overhead Cam,Piston,45.0,Direct Injection,Electronic Sequential,,,WVWZZZ6RZC?######,2456.0,1500.0,4064.0,1682.0,1189.0,1189.0,,132.0,,6200.0,250.0,2000.0,4500.0,98.0,5,,SPAIN,4.0,4 Stroke,In-line,Front,CAVE*#####,6.9,215/40 R17,215/40 R17,17x7.0,17x7.0,,,3 year Roadside,,3.0,-1.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,7.5,7.5,4.5,142.0,179.0,124.0,7.7,5.3,6.1,Euro 5,,5.0,Passenger,Light,< $25K,F,130.0,80.0,11350.0,14400.0,13200.0,16350.0,10000.0,11900.0,14800.0,28990.0,Silver,Darwin (NT),Auction,2017-06-22 00:00:00.000,01/2013,53.0,35712.0,13250.0,5,60,53.0,8085.735849056603,0.11101766190075694,0.21026072329688814
Toyota,Corolla,TOYO,COROLLA,2014,0,1,ZRE182R Ascent Hatchback 5dr S-CVT 7sp 1.8i,F,L,F,ZRE182R,,Ascent,,Hatchback,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,7.0,5,1798,1.8,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,50.0,Multi-Point Injection,Electronic Sequential,,,JTNKU3JE501######,2600.0,1460.0,4275.0,1760.0,1275.0,1245.0,,103.0,,6400.0,173.0,,4000.0,91.0,5,ZRE182R-AHXDKQ,JAPAN,4.0,4 Stroke,In-line,Front,2ZR-#######,,205/55 R16,205/55 R16,16x6.5,16x6.5,1300.0,450.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,7.5,8.5,5.0,152.0,197.0,127.0,8.5,5.4,6.6,Euro 4,E10,5.0,Passenger,Small,< $40K,T,75.0,45.0,11300.0,13300.0,13050.0,15100.0,9900.0,11700.0,14100.0,22240.0,Red,Belmore (NSW),Fixed Price,2017-05-21 00:00:00.000,10/2014,31.0,35698.0,16298.0,3,36,31.0,13818.58064516129,0.08078431372549019,0.13568627450980392
Toyota,Kluger,TOYO,KLUGER,2013,0,0,GSU40R KX-R Wagon 5dr Spts Auto 5sp 2WD 3.5i,F,L,F,GSU40R,,KX-R,,Wagon,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,5.0,5,3456,3.5,6,Petrol - Unleaded ULP,Aspirated,SUV,DOHC with VVT,Piston,72.0,Multi-Point Injection,Electronic Sequential,4630.0,2630.0,JTEDS41A102######,2790.0,1730.0,4785.0,1910.0,1830.0,1805.0,800.0,201.0,,6200.0,337.0,,4700.0,91.0,5,GSU40R-BRANKQ,JAPAN,4.0,4 Stroke,V60,Front,2GR-#######,8.0,245/65 R17,245/65 R17,17x7.5,17x7.5,2000.0,700.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,5.0,5.5,3.0,259.0,350.0,206.0,15.0,8.7,11.0,,,5.0,SUV,Large,< $70K,T,100.0,60.0,17400.0,21200.0,19500.0,23600.0,15300.0,17600.0,21600.0,40490.0,070 - Crystal Pearl (T),Belmore (NSW),Auction,2016-07-11 00:00:00.000,02/2013,41.0,104970.0,19000.0,3,36,36.0,34990.0,0.10983606557377049,0.18415300546448088
Toyota,Camry,TOYO,CAMRY,2015,4,6,ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Apr),F,L,F,ASV50R,,Altise,,Sedan,,,,Apr,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4850.0,1835.0,1465.0,1420.0,635.0,133.0,,6000.0,231.0,,4100.0,91.0,5,ASV50R-DETDKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AR-#######,,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,50.0,30.0,14250.0,17550.0,16000.0,19600.0,12500.0,14400.0,17800.0,26490.0,061 - Diamond White (T),Sunshine (VIC),Dealer Only Auction,2016-08-31 00:00:00.000,09/2015,11.0,13101.0,18100.0,1,12,11.0,14292.0,0.09078498293515358,0.157679180887372
Toyota,Camry,TOYO,CAMRY,2015,4,6,ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Apr),F,L,F,ASV50R,,Altise,,Sedan,,,,Apr,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4850.0,1835.0,1465.0,1420.0,635.0,133.0,,6000.0,231.0,,4100.0,91.0,5,ASV50R-DETDKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AR-#######,,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,50.0,30.0,14250.0,17550.0,16000.0,19600.0,12500.0,14400.0,17800.0,26490.0,1F7 - Silver Pearl (T),Belmore (NSW),Dealer Only Auction,2017-08-09 00:00:00.000,05/2015,27.0,41179.0,14500.0,2,24,24.0,20589.5,0.09078498293515358,0.157679180887372
Hyundai,i30,HYUN,I30,2011,0,19,FD MY11 SX cw Wagon 5dr. Auto 4sp 2.0i,F,L,F,FD,MY11,SX,,Wagon,,,,,Front Wheel Drive,FWD,Automatic,Floor,4.0,5,1975,2.0,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,53.0,Multi-Point Injection,Electronic Sequential,3060.0,1820.0,KMHDB51ERBU######,2700.0,1520.0,4475.0,1775.0,1377.0,1389.0,453.0,105.0,,6000.0,186.0,,4600.0,91.0,5,,SOUTH KOREA,4.0,4 Stroke,In-line,Front,G4GC # ######,,195/65 R15,195/65 R15,15x5.5,15x5.5,1200.0,500.0,,,5.0,-1.0,1000.0,,12.0,,,,,,,,,,,,,,,,,,,,,6.5,8.5,4.5,183.0,,,10.2,6.2,7.7,Euro 5,,5.0,Passenger,Small,< $40K,T,150.0,90.0,7350.0,9850.0,8750.0,11500.0,6400.0,7900.0,10400.0,24090.0,White,Perth (WA),Auction,2017-07-25 00:00:00.000,10/2011,69.0,51221.0,8000.0,6,72,69.0,8908.0,0.07625272331154684,0.13507625272331156
Nissan,X-Trail,NISS,X-TRAIL,2014,3,2,T32 ST Wagon 7st 5dr X-tronic 7sp 2WD 2.5i,F,L,F,T32,,ST,,Wagon,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,7.0,5,2488,2.5,4,Petrol - Unleaded ULP,Aspirated,SUV,DOHC with VVT,Piston,60.0,Multi-Point Injection,Electronic Sequential,,2205.0,JN1JBAT32A0######,2705.0,1710.0,4640.0,1820.0,1661.9049518435645,1516.0,689.0,126.0,,6000.0,226.0,,4400.0,91.0,7,XTRAIL2PA7ST,JAPAN,4.0,4 Stroke,In-line,Front,QR25-######?,,225/65 R17,225/65 R17,17x7.0,17x7.0,1500.0,750.0,3yr roadside assist,,3.0,100000.0,10000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,6.5,7.5,4.0,188.0,255.0,148.0,11.0,6.4,8.1,,,5.0,SUV,Medium,< $60K,T,75.0,45.0,16100.0,19700.0,18050.0,21950.0,14100.0,16200.0,20000.0,31580.0,Blue,Belmore (NSW),Auction,2017-05-10 00:00:00.000,04/2014,37.0,60939.0,19800.0,3,36,36.0,20313.0,0.07581661024610775,0.13598852313984405
Ford,Ranger,FORD,RANGER,2014,0,33,PX XL Utility Double Cab 4dr Spts Auto 6sp 4x4 1148kg 2.2DT,F,L,F,PX,,XL,,Utility,Dual Cab,,,,4X4 Dual Range,4XD,Sports Automatic,Floor,6.0,4,2198,2.2,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,80.0,Direct Injection,Electronic Sequential,6000.0,3200.0,MNAUMFF80C*######,3220.0,1815.0,5359.0,1950.0,2052.0,2017.0,1148.0,110.0,,3700.0,375.0,1500.0,2500.0,,5,iTBX9A4,THAILAND,4.0,4 Stroke,In-line,Front,P4AT-######,,255/70 R16,255/70 R16,16x7.0,16x7.0,3500.0,750.0,1 year roadside,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,251.0,,,,,9.4,,,5.0,Light Commercial,PU/CC 4x4,,T,90.0,60.0,26100.0,31000.0,28700.0,34050.0,23700.0,26500.0,31400.0,45890.0,White,Geebung (QLD),Tender,2017-09-06 00:00:00.000,04/2014,41.0,78429.0,23000.0,3,36,36.0,26143.0,0.05360623781676413,0.1827485380116959
Ford,Mondeo,FORD,MONDEO,2011,0,11,MC Zetec TDCi Wagon 5dr Spts Auto 6sp 2.0DT,F,L,F,MC,,Zetec,TDCi,Wagon,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,5,1997,2.0,4,Diesel,Turbo Intercooled,PASS,Double Overhead Cam,Piston,70.0,Direct Injection,Electronic Sequential,,,WF0GXXGBBG#*#####,2850.0,1548.0,4830.0,1886.0,1629.0,1586.0,,120.0,,4000.0,340.0,1750.0,2500.0,,5,,BELGIUM,4.0,4 Stroke,In-line,Front,#*######,,215/50 R17,215/50 R17,17x7.5,17x7.5,1200.0,750.0,,,3.0,100000.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,7.0,5.0,3.5,165.0,204.0,143.0,7.7,5.4,6.2,Euro 5,,5.0,Passenger,Medium,< $60K,T,150.0,90.0,6750.0,9300.0,8250.0,10950.0,5800.0,7400.0,9900.0,41240.0,White,Perth (WA),Auction,2016-01-05 00:00:00.000,11/2011,50.0,110572.0,10400.0,5,60,50.0,26537.28,0.07366482504604052,0.2087170042971148
Mitsubishi,Outlander,MITS,OUTLAND,2014,1,1,ZJ MY14.5 ES Wagon 5dr CVT 6sp 2WD 2.0i,F,L,F,ZJ,MY14.5,ES,,Wagon,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,6.0,5,1998,2.0,4,Petrol - Unleaded ULP,Aspirated,SUV,OHC with VVT,Piston,63.0,Multi-Point Injection,Electronic Sequential,,1985.0,JMFXNGF7WEZ######,2670.0,1680.0,4655.0,1800.0,1425.0,1385.0,560.0,110.0,,6000.0,190.0,,4200.0,91.0,5,ZJ2M45,JAPAN,4.0,4 Stroke,In-line,Front,4J11**-####,,225/55 R18,225/55 R18,18x8.0,18x8.0,1600.0,750.0,1yr Roadside,,5.0,130000.0,1500.0,,12.0,,,,,,,,,,,,,,,,,,,,,7.5,7.5,4.5,160.0,202.0,135.0,8.7,5.8,6.9,,,5.0,SUV,Medium,< $60K,T,75.0,45.0,14250.0,17550.0,16050.0,19650.0,12400.0,14400.0,17900.0,29990.0,White,Belmore (NSW),Auction,2016-09-27 00:00:00.000,06/2014,27.0,36835.0,18000.0,2,24,24.0,18417.5,0.07719298245614035,0.13333333333333333
