MakeCode,BodyStyleDescription,VFactsClass,FuelTypeDescription,EngineTypeDescription,GearNum,EngineSize,Cylinders,Power,PowerRPMTo,Torque,TorqueRPMTo,DoorNum,WheelBase,Height,Length,Width,KerbWeight,SeatCapacity,YearGroup,Sold_Date,KM,AverageKM,GoodKM,SaleCategory,Branch,BuildCountryOriginDescription,NewPrice,Sold_Amount,ColorGroup,Aging,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston - Electric,1.0,2362,4,110.0,6000.0,187.0,4400.0,4,2775.0,1480.0,4815.0,1820.0,1645.0,5.0,2011,2014-08-19 00:00:00.000,41773.0,150.0,90.0,Auction,Sunshine (VIC),AUSTRALIA,36990.0,15000.0,indigo,3,36.0,13924.333333333334,0.0668693009118541,0.11367781155015197
HYUN,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,5.0,1599,4,78.0,5800.0,143.0,3000.0,3,2440.0,1395.0,4235.0,1670.0,1031.0,5.0,2004,2007-08-21 00:00:00.000,111988.0,325.0,195.0,Auction,Balcatta (WA),SOUTH KOREA,14990.0,4500.0,blue,3,36.0,37329.333333333336,0.07565470417070805,0.13870029097963144
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1576.0,5.0,1998,2002-12-16 00:00:00.000,65420.0,475.0,285.0,Auction,Adelaide (SA),AUSTRALIA,30500.0,13300.0,white,4,48.0,16355.0,0.0932741116751269,0.19289340101522842
FORD,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1999,4,107.0,6000.0,185.0,4500.0,5,2640.0,1497.0,4337.0,1839.0,1343.0,5.0,2010,2012-06-27 00:00:00.000,70627.0,180.0,110.0,Auction,Newcastle (NSW),SOUTH AFRICA,25490.0,10700.0,indigo,2,24.0,35313.5,0.07967237527922562,0.1377513030528667
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,2494,4,133.0,6000.0,231.0,4100.0,4,2775.0,1470.0,4815.0,1825.0,1465.0,5.0,2013,2014-07-30 00:00:00.000,25655.0,100.0,60.0,Dealer Only Auction,Belmore (NSW),AUSTRALIA,30490.0,15900.0,white,1,12.0,25655.0,0.09078498293515358,0.157679180887372
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,141.0,5200.0,279.0,4400.0,4,2720.0,1495.0,4805.0,1795.0,1500.0,5.0,2005,2007-08-06 00:00:00.000,42615.0,300.0,180.0,Auction,Newcastle (NSW),AUSTRALIA,33000.0,15000.0,white,2,20.0,25569.0,0.094,0.186
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,4,2829.0,1444.0,4916.0,1864.0,1648.0,5.0,2005,2007-02-27 00:00:00.000,68775.0,300.0,180.0,Auction,Tullamarine (VIC),AUSTRALIA,35555.0,14700.0,gray,2,24.0,34387.5,0.1104368932038835,0.23058252427184467
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,5,2938.0,1545.0,5042.0,1847.0,1637.0,5.0,1997,2001-04-30 00:00:00.000,139307.0,500.0,300.0,Auction,Belmore (NSW),AUSTRALIA,32340.0,14200.0,white,4,41.0,40772.78048780488,0.08979841172877215,0.1857055589492975
TOYO,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3956,6,175.0,5200.0,343.0,4800.0,4,3085.0,1810.0,5130.0,1760.0,1755.0,5.0,2007,2011-11-30 00:00:00.000,149284.0,300.0,200.0,Auction,Rundles Wagga Wagga (NSW),THAILAND,40830.0,19500.0,white,4,48.0,37321.0,0.09971509971509972,0.19544159544159545
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2164,4,93.0,5200.0,189.0,4400.0,4,2620.0,1400.0,4725.0,1770.0,1300.0,5.0,1993,2002-10-28 00:00:00.000,164967.0,600.0,360.0,Auction,Geebung (QLD),AUSTRALIA,25760.0,4700.0,gray,9,108.0,18329.666666666668,0.07153846153846154,0.1453846153846154
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,2997,6,190.0,6700.0,290.0,2900.0,4,2915.0,1476.0,4894.0,1899.0,1690.0,5.0,2010,2013-08-20 00:00:00.000,29547.0,180.0,110.0,Auction,Sunshine (VIC),AUSTRALIA,39990.0,12700.0,white,3,36.0,9849.0,0.11242603550295859,0.17159763313609466
TOYO,Wagon,SUV,Petrol - Premium ULP,Piston,5.0,3956,6,202.0,5600.0,381.0,4400.0,5,2790.0,1845.0,4930.0,1885.0,2250.0,7.0,2010,2012-01-11 00:00:00.000,22534.0,180.0,110.0,Dealer Only Auction,Belmore (NSW),JAPAN,63404.0,49000.0,white,2,19.0,14232.0,0.08977777777777778,0.16933333333333334
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1630.0,5.0,1998,1999-10-18 00:00:00.000,46280.0,475.0,285.0,Auction,Belmore (NSW),AUSTRALIA,33980.0,22800.0,indigo,1,12.0,46280.0,0.09018404907975461,0.18650306748466258
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1798,4,100.0,6000.0,175.0,4400.0,4,2600.0,1475.0,4540.0,1760.0,1270.0,5.0,2007,2014-05-27 00:00:00.000,88244.0,250.0,150.0,Auction,Balcatta (WA),JAPAN,22990.0,5700.0,white,7,81.0,13073.185185185184,0.07874015748031496,0.1377952755905512
HOND,Wagon,SUV,Petrol - Unleaded ULP,Piston,5.0,1973,4,94.0,5500.0,182.0,4500.0,5,2620.0,1710.0,4530.0,1750.0,1410.0,5.0,1998,2003-07-05 00:00:00.000,79749.0,475.0,285.0,Auction,Canberra (ACT),JAPAN,29950.0,18500.0,blue,5,60.0,15949.8,0.06666666666666667,0.12907801418439716
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,4477,6,158.0,4600.0,373.0,3200.0,5,2850.0,1915.0,4780.0,1900.0,2075.0,8.0,1994,2008-06-11 00:00:00.000,374552.0,575.0,345.0,Auction,Newcastle (NSW),JAPAN,53020.0,3000.0,gray,14,163.0,27574.38036809816,0.07614457831325301,0.1797590361445783
FORD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,5,2922.0,1468.0,5058.0,1870.0,1600.0,5.0,2002,2004-05-10 00:00:00.000,60377.0,375.0,225.0,Auction,Adelaide (SA),AUSTRALIA,38600.0,17000.0,white,2,20.0,36226.2,0.098125,0.223125
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1545.0,5084.0,1847.0,1530.0,5.0,2003,2010-03-10 00:00:00.000,167299.0,350.0,210.0,Auction,Belmore (NSW),AUSTRALIA,41290.0,7250.0,violet,7,84.0,23899.85714285714,0.09934640522875816,0.19934640522875818
TOYO,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3956,6,175.0,5200.0,343.0,4800.0,4,3085.0,1810.0,5130.0,1760.0,1735.0,5.0,2007,2011-10-05 00:00:00.000,187542.0,300.0,200.0,Auction,Geebung (QLD),THAILAND,38890.0,15750.0,gray,4,47.0,47883.063829787236,0.10086455331412104,0.19769452449567723
FORD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,2,3095.0,1570.0,5069.0,1871.0,1700.0,3.0,2007,2010-09-22 00:00:00.000,12152.0,300.0,200.0,Auction,Belmore (NSW),AUSTRALIA,28975.0,11500.0,white,3,34.0,4288.941176470588,0.11176470588235295,0.2252941176470588
FORD,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1999,4,107.0,6000.0,185.0,4500.0,5,2640.0,1497.0,4337.0,1839.0,1352.0,5.0,2010,2013-03-04 00:00:00.000,42060.0,180.0,110.0,Auction,Belmore (NSW),SOUTH AFRICA,28490.0,15000.0,gray,3,27.0,18693.333333333332,0.07914201183431953,0.13683431952662722
FORD,Utility,Light Commercial,Diesel,Piston,5.0,2953,4,115.0,3200.0,380.0,1800.0,4,3000.0,1755.0,5173.0,1788.0,1897.0,5.0,2009,2012-05-10 00:00:00.000,58335.0,240.0,160.0,Auction,Canberra (ACT),THAILAND,38990.0,25000.0,white,3,29.0,24138.620689655174,0.06062203479177649,0.20031628887717448
MAZD,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1995,6,104.0,6000.0,183.0,5000.0,5,2605.0,1355.0,4240.0,1695.0,1240.0,5.0,1996,2001-01-24 00:00:00.000,65488.0,525.0,315.0,Auction,Belmore (NSW),JAPAN,40260.0,15800.0,green,5,52.0,15112.615384615385,0.08387096774193549,0.14758064516129032
HYUN,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,3342,6,173.0,6000.0,304.0,3500.0,4,2730.0,1475.0,4800.0,1832.0,1633.0,5.0,2005,2010-07-22 00:00:00.000,81931.0,300.0,180.0,Auction,Geebung (QLD),SOUTH KOREA,29990.0,6250.0,blue,5,48.0,20482.75,0.10593998775260258,0.1861604409063074
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,141.0,5200.0,279.0,4400.0,4,2720.0,1495.0,4805.0,1795.0,1500.0,5.0,2005,2007-09-17 00:00:00.000,44374.0,300.0,180.0,Auction,Newcastle (NSW),AUSTRALIA,33000.0,14800.0,violet,2,24.0,22187.0,0.094,0.186
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1450.0,4891.0,1842.0,1499.0,5.0,2001,2002-05-13 00:00:00.000,41924.0,400.0,240.0,Auction,Belmore (NSW),AUSTRALIA,30220.0,22200.0,white,1,12.0,41924.0,0.10140093395597065,0.20346897931954636
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,3984,6,195.0,6000.0,391.0,3250.0,4,2838.0,1453.0,4955.0,1868.0,1704.0,5.0,2010,2014-04-30 00:00:00.000,90271.0,180.0,110.0,Dealer Only Auction,Balcatta (WA),AUSTRALIA,39690.0,8189.0,orange,4,48.0,22567.75,0.11443661971830986,0.22946009389671362
SUBA,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,5.0,1994,4,92.0,5600.0,184.0,3600.0,5,2525.0,1465.0,4465.0,1695.0,1355.0,5.0,2006,2009-07-07 00:00:00.000,46131.0,275.0,165.0,Auction,Hobart (TAS),JAPAN,24440.0,16000.0,white,3,31.0,17857.16129032258,0.06789667896678966,0.13579335793357933
HOLD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3565,6,175.0,6000.0,320.0,2400.0,4,3200.0,1512.0,5306.0,1870.0,1757.0,5.0,2004,2007-04-30 00:00:00.000,61282.0,390.0,260.0,Auction,Geebung (QLD),AUSTRALIA,33060.0,22000.0,white,3,30.0,24512.8,0.099601593625498,0.18212862834376778
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3564,6,210.0,6400.0,350.0,2900.0,4,2915.0,1476.0,4900.0,1899.0,1780.0,5.0,2009,2011-12-15 00:00:00.000,41443.0,200.0,120.0,Auction,Canberra (ACT),AUSTRALIA,56790.0,26100.0,violet,2,24.0,20721.5,0.11797752808988764,0.19662921348314608
TOYO,Cab Chassis,Light Commercial,Diesel,Piston,5.0,4164,6,122.0,3400.0,380.0,1400.0,2,3180.0,1970.0,5075.0,1690.0,2027.0,3.0,2003,2008-09-04 00:00:00.000,122732.0,420.0,280.0,Auction,Tamworth (NSW),JAPAN,51790.0,31500.0,white,5,60.0,24546.4,0.06018746916625555,0.18746916625555007
HYUN,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,6.0,1797,4,110.0,6500.0,178.0,4700.0,5,2650.0,1470.0,4300.0,1780.0,1344.0,5.0,2012,2015-12-22 00:00:00.000,56411.0,130.0,80.0,Auction,Perth (WA),SOUTH KOREA,22990.0,13000.0,white,3,36.0,18803.666666666668,0.0818452380952381,0.1324404761904762
ALFA,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,1970,4,114.0,6400.0,186.0,3500.0,4,2595.0,1415.0,4430.0,1745.0,1250.0,5.0,2000,2006-10-03 00:00:00.000,114088.0,320.0,170.0,Auction,Tullamarine (VIC),ITALY,46950.0,12300.0,blue,6,71.0,19282.478873239437,0.0912,0.1488
MITS,Utility,Light Commercial,Diesel,Piston,5.0,2835,4,71.0,4000.0,198.0,2000.0,4,2960.0,1780.0,4995.0,1695.0,1715.0,5.0,2002,2007-02-08 00:00:00.000,86993.0,375.0,225.0,Auction,Darwin (NT),THAILAND,35990.0,1900.0,white,5,50.0,20878.32,0.04139941690962099,0.11545189504373178
MAZD,Hatchback,Passenger,Petrol - Premium ULP,Piston,5.0,2261,4,122.0,6500.0,207.0,4000.0,5,2675.0,1435.0,4670.0,1780.0,1397.0,5.0,2004,2010-07-15 00:00:00.000,94763.0,325.0,195.0,Auction,Geebung (QLD),JAPAN,39800.0,12900.0,red,6,72.0,15793.833333333334,0.08732999284180387,0.1481746599856836
FORD,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,5,2842.0,1714.0,4856.0,1898.0,1995.0,5.0,2008,2011-09-12 00:00:00.000,86273.0,230.0,140.0,Special Fixed Price,Geebung (QLD),AUSTRALIA,37990.0,13560.0,white,3,36.0,28757.666666666668,0.09523809523809523,0.19197994987468672
HOND,Sedan,Passenger,Petrol - Premium ULP,Piston,6.0,2354,4,148.0,7000.0,234.0,4400.0,4,2705.0,1440.0,4740.0,1840.0,1525.0,5.0,2014,2015-12-22 00:00:00.000,18645.0,75.0,45.0,Auction,Sunshine (VIC),JAPAN,30340.0,21000.0,gray,1,7.0,31962.85714285714,0.09704918032786886,0.15344262295081967
MITS,Wagon,SUV,Petrol - Unleaded ULP,Piston,5.0,3497,6,140.0,5000.0,303.0,3500.0,5,2725.0,1910.0,4755.0,1775.0,2000.0,7.0,1997,2002-09-18 00:00:00.000,132015.0,500.0,300.0,Auction,Belmore (NSW),JAPAN,47770.0,22500.0,blue,5,60.0,26403.0,0.07,0.1515
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,5,2938.0,1545.0,5042.0,1847.0,1637.0,5.0,1999,2003-07-10 00:00:00.000,100146.0,450.0,270.0,Auction,Darwin (NT),AUSTRALIA,32340.0,11500.0,white,4,48.0,25036.5,0.08979841172877215,0.1857055589492975
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,2494,4,133.0,6000.0,231.0,4100.0,4,2775.0,1470.0,4815.0,1825.0,1465.0,5.0,2013,2015-05-20 00:00:00.000,35574.0,100.0,60.0,Dealer Only Auction,Belmore (NSW),AUSTRALIA,30490.0,16800.0,white,2,20.0,21344.399999999998,0.09078498293515358,0.157679180887372
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,6.0,2997,6,190.0,6700.0,290.0,2900.0,5,2915.0,1476.0,4897.0,1899.0,1766.0,5.0,2011,2013-04-02 00:00:00.000,89585.0,150.0,90.0,Auction,Belmore (NSW),AUSTRALIA,41990.0,16500.0,gray,2,24.0,44792.5,0.10758776896942242,0.16421291053227632
DAEW,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,1998,4,84.0,5000.0,164.0,3000.0,4,2620.0,1388.0,4615.0,1718.0,1136.0,5.0,1996,2000-06-28 00:00:00.000,117013.0,525.0,315.0,Auction,Belmore (NSW),SOUTH KOREA,23750.0,4200.0,green,4,48.0,29253.25,0.07394366197183098,0.1443661971830986
TOYO,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1794,4,100.0,6000.0,171.0,4200.0,5,2600.0,1470.0,4175.0,1695.0,1148.0,5.0,2002,2005-02-08 00:00:00.000,19225.0,375.0,225.0,Auction,Hobart (TAS),JAPAN,21790.0,17000.0,gray,3,27.0,8544.444444444445,0.08710801393728224,0.1489547038327526
FORD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3984,6,157.0,4900.0,357.0,3000.0,2,3096.0,1517.0,5077.0,1870.0,1590.0,2.0,2001,2004-10-05 00:00:00.000,136500.0,480.0,320.0,Auction,Newcastle (NSW),AUSTRALIA,27425.0,13000.0,violet,3,36.0,45500.0,0.09874213836477988,0.22452830188679246
NISS,Sedan,Passenger,Petrol - Premium ULP,Piston,6.0,3498,6,170.0,5600.0,333.0,2800.0,4,2775.0,1470.0,4845.0,1765.0,1535.0,5.0,2007,2010-04-12 00:00:00.000,118804.0,250.0,150.0,Auction,Adelaide (SA),JAPAN,34990.0,13000.0,violet,3,36.0,39601.333333333336,0.11074918566775244,0.21693811074918568
FORD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,5,2922.0,1483.0,5053.0,1863.0,1634.0,5.0,2004,2008-10-07 00:00:00.000,127066.0,325.0,195.0,Auction,Townsville (QLD),AUSTRALIA,39570.0,6800.0,gray,4,48.0,31766.5,0.11138310893512852,0.23255813953488372
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1440.0,4868.0,1842.0,1573.0,5.0,2004,2007-05-22 00:00:00.000,115692.0,325.0,195.0,Auction,Balcatta (WA),AUSTRALIA,32740.0,12100.0,white,3,34.0,40832.470588235294,0.09663064208518754,0.19389701207883026
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1547.0,5.0,2000,2005-11-22 00:00:00.000,107653.0,425.0,255.0,Auction,Balcatta (WA),AUSTRALIA,29030.0,8250.0,blue,5,60.0,21530.6,0.09502262443438914,0.1965093729799612
NISS,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2488,4,132.0,6000.0,245.0,4000.0,5,2625.0,1675.0,4510.0,1765.0,1455.0,5.0,2005,2007-08-13 00:00:00.000,62613.0,300.0,180.0,Auction,Belmore (NSW),JAPAN,33990.0,19600.0,yellow,2,23.0,32667.652173913044,0.09072164948453608,0.16838487972508592
FORD,Cab Chassis,Light Commercial,Diesel,Piston,6.0,3198,5,147.0,3000.0,470.0,2750.0,4,3220.0,1815.0,5359.0,1850.0,1938.0,5.0,2012,2015-12-22 00:00:00.000,168848.0,150.0,100.0,Auction,Sunshine (VIC),THAILAND,45390.0,25000.0,white,3,36.0,56282.666666666664,0.07585139318885449,0.24251805985552116
HOLD,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1796,4,90.0,5600.0,165.0,3600.0,5,2606.0,1425.0,4110.0,1709.0,1160.0,5.0,2002,2005-02-07 00:00:00.000,32298.0,375.0,225.0,Auction,Newcastle (NSW),BELGIUM,25590.0,17200.0,white,3,26.0,14906.769230769232,0.07758620689655173,0.14224137931034483
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2792.0,1437.0,4907.0,1870.0,1590.0,5.0,1999,2005-10-25 00:00:00.000,185285.0,450.0,270.0,Auction,Balcatta (WA),AUSTRALIA,34490.0,6700.0,white,6,72.0,30880.833333333332,0.09874213836477988,0.22452830188679246
LEXU,Wagon,SUV,Petrol - Premium ULP,Piston,6.0,3456,6,204.0,6200.0,346.0,4700.0,5,2740.0,1720.0,4770.0,1845.0,1975.0,5.0,2011,2012-06-13 00:00:00.000,10389.0,110.0,60.0,Dealer Only Auction,Belmore (NSW),JAPAN,82900.0,57000.0,violet,1,8.0,15583.5,0.10329113924050633,0.17518987341772152
NISS,Sedan,Passenger,Petrol - Unleaded ULP,Piston,1.0,1798,4,96.0,6000.0,174.0,4800.0,4,2700.0,1495.0,4615.0,1760.0,1255.0,5.0,2014,2014-09-18 00:00:00.000,15138.0,75.0,45.0,Fixed Price,Belmore (NSW),THAILAND,22290.0,15525.0,white,0,0.0,15138.0,0.07649402390438247,0.13864541832669322
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,4,2829.0,1444.0,4916.0,1864.0,1694.0,5.0,2007,2011-02-14 00:00:00.000,109118.0,250.0,150.0,Auction,Geebung (QLD),AUSTRALIA,35990.0,7500.0,yellow,4,41.0,31936.9756097561,0.11216056670602124,0.22609208972845338
MITS,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,1834,4,86.0,5500.0,161.0,4500.0,5,2500.0,1420.0,4275.0,1690.0,1060.0,5.0,2000,2005-01-24 00:00:00.000,125604.0,425.0,255.0,Auction,Belmore (NSW),JAPAN,23600.0,6000.0,white,5,50.0,30144.96,0.08113207547169811,0.15188679245283018
DAIH,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,1296,4,61.0,6100.0,105.0,5100.0,5,2420.0,1695.0,3845.0,1555.0,1065.0,5.0,2000,2003-04-28 00:00:00.000,46443.0,425.0,255.0,Auction,Newcastle (NSW),JAPAN,19341.0,12600.0,white,3,35.0,15923.314285714287,0.05727699530516432,0.09859154929577464
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1450.0,4891.0,1842.0,1526.0,5.0,2001,2003-04-07 00:00:00.000,44361.0,400.0,240.0,Auction,Belmore (NSW),AUSTRALIA,35850.0,19200.0,indigo,2,24.0,22180.5,0.09960681520314547,0.1998689384010485
TOYO,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3956,6,175.0,5200.0,343.0,4800.0,4,3085.0,1695.0,5130.0,1760.0,1610.0,5.0,2009,2014-05-21 00:00:00.000,156830.0,240.0,160.0,Auction,Belmore (NSW),THAILAND,35690.0,12300.0,red,5,60.0,31366.0,0.10869565217391304,0.21304347826086956
FORD,Van,Light Commercial,Diesel,Piston,5.0,2402,4,88.0,4000.0,240.0,2300.0,4,3750.0,2353.0,5902.0,1974.0,1848.0,3.0,2001,2004-10-26 00:00:00.000,153466.0,480.0,320.0,Auction,Hobart (TAS),GERMANY,35432.0,23400.0,white,3,36.0,51155.333333333336,0.047619047619047616,0.12987012987012986
TOYO,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1497,4,80.0,6000.0,141.0,4200.0,3,2510.0,1510.0,3885.0,1695.0,1055.0,5.0,2012,2013-07-05 00:00:00.000,15431.0,130.0,80.0,Pickles Online,Sunshine (VIC),JAPAN,18490.0,12900.0,violet,1,11.0,16833.818181818184,0.07582938388625593,0.13364928909952606
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2791.0,1453.0,4906.0,1861.0,1601.0,5.0,1995,2003-08-13 00:00:00.000,160178.0,550.0,330.0,Auction,Belmore (NSW),AUSTRALIA,37988.0,7700.0,white,8,96.0,20022.25,0.09806371018113678,0.22298563397876328
FORD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,5,2921.0,1483.0,5053.0,1863.0,1684.0,5.0,2008,2011-06-02 00:00:00.000,70721.0,230.0,140.0,Auction,Balcatta (WA),AUSTRALIA,37720.0,11750.0,white,3,36.0,23573.666666666668,0.11282660332541568,0.22743467933491687
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,141.0,5200.0,279.0,4400.0,4,2670.0,1420.0,4770.0,1785.0,1450.0,5.0,2001,2003-07-04 00:00:00.000,36153.0,400.0,240.0,Fixed Price,Canberra (ACT),AUSTRALIA,33550.0,20300.0,gray,2,24.0,18076.5,0.09724137931034482,0.19241379310344828
FORD,Sedan,Passenger,LPG only,Piston,4.0,3984,6,156.0,5000.0,374.0,2750.0,4,2829.0,1444.0,4916.0,1864.0,1744.0,5.0,2006,2010-07-19 00:00:00.000,85648.0,275.0,165.0,Pickles Online,Belmore (NSW),AUSTRALIA,37280.0,10500.0,orange,4,48.0,21412.0,0.08944954128440367,0.21444954128440366
SAAB,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,1998,4,147.0,5500.0,300.0,4000.0,4,2675.0,1444.0,4647.0,1762.0,1515.0,5.0,2008,2012-04-03 00:00:00.000,62768.0,230.0,140.0,Auction,Balcatta (WA),SWEDEN,46900.0,17500.0,gray,4,34.0,22153.41176470588,0.09702970297029703,0.19801980198019803
SUBA,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2457,4,115.0,5600.0,223.0,3600.0,5,2650.0,1590.0,4720.0,1745.0,1465.0,5.0,2001,2002-10-29 00:00:00.000,65730.0,400.0,240.0,Auction,Hobart (TAS),JAPAN,39750.0,29400.0,white,1,12.0,65730.0,0.07849829351535836,0.1522184300341297
TOYO,Utility,Light Commercial,Diesel,Piston,5.0,2982,4,126.0,3600.0,343.0,3400.0,4,3085.0,1860.0,5260.0,1835.0,1920.0,5.0,2012,2015-11-11 00:00:00.000,99956.0,150.0,100.0,Dealer Only Auction,Sunshine (VIC),THAILAND,50990.0,35500.0,gray,3,36.0,33318.666666666664,0.065625,0.17864583333333334
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2164,4,94.0,5200.0,187.0,4400.0,4,2670.0,1420.0,4770.0,1780.0,1375.0,5.0,2002,2004-03-28 00:00:00.000,45977.0,375.0,225.0,Fixed Price,Belmore (NSW),AUSTRALIA,27900.0,15950.0,gray,2,23.0,23988.0,0.06836363636363636,0.136
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1450.0,4891.0,1842.0,1499.0,5.0,2001,2003-03-17 00:00:00.000,66293.0,400.0,240.0,Auction,Belmore (NSW),AUSTRALIA,30220.0,17700.0,blue,2,23.0,34587.65217391304,0.10140093395597065,0.20346897931954636
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,180.0,6000.0,330.0,2600.0,4,2915.0,1476.0,4894.0,1899.0,1705.0,5.0,2007,2009-03-24 00:00:00.000,57454.0,250.0,150.0,Auction,Sunshine (VIC),AUSTRALIA,39990.0,22000.0,gray,2,24.0,28727.0,0.10557184750733138,0.1935483870967742
NISS,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1797,4,93.0,5200.0,174.0,4800.0,4,2600.0,1535.0,4205.0,1695.0,1142.0,5.0,2006,2010-09-30 00:00:00.000,67957.0,275.0,165.0,Auction,Geebung (QLD),JAPAN,19990.0,8250.0,gray,4,45.0,18121.866666666665,0.08143607705779335,0.15236427320490367
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,5,2938.0,1545.0,5042.0,1847.0,1610.0,5.0,1998,2001-01-22 00:00:00.000,69963.0,475.0,285.0,Auction,Belmore (NSW),AUSTRALIA,32340.0,17000.0,white,3,29.0,28950.206896551725,0.09130434782608696,0.18881987577639753
HOLD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3565,6,157.0,5300.0,313.0,2800.0,4,3050.0,1640.0,4900.0,1720.0,1606.0,5.0,2006,2011-06-08 00:00:00.000,189744.0,330.0,220.0,Auction,Belmore (NSW),THAILAND,31990.0,7600.0,white,5,57.0,39946.10526315789,0.09775840597758406,0.19489414694894147
